SI No,District code,District name,Mandal code,Mandal Name,Village Name,School Id,School Name,Area,School Category,School Managments,School Type,Lower Class,Higer Class,Medium1,Medium2,Medium3,Medium4
713,2820,KADAPA,282012,GOPAVARAM,KALVAPALLE,28201200102,MPPS GOLLAPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
714,2820,KADAPA,282012,GOPAVARAM,KALVAPALLE,28201200103,MPPS ZAMSHARABAIPET,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
715,2820,KADAPA,282012,GOPAVARAM,KALVAPALLE,28201200104,MPPS VERRICHENEAIPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
716,2820,KADAPA,282012,GOPAVARAM,KALVAPALLE,28201200105,MPPS KALAVAPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
717,2820,KADAPA,282009,KALASAPADU,MAMILLAPALLE,28200901601,MPPS MAHABOOBNAGAR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
718,2820,KADAPA,282009,KALASAPADU,MAMILLAPALLE,28200901602,RCMPS MAMILLAPALLI,Rural,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
719,2820,KADAPA,282009,KALASAPADU,TELLAPADU,28200902001,MPPS TELLAPADU HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
720,2820,KADAPA,282009,KALASAPADU,TELLAPADU,28200902002,MPUPS TELLAPADU,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
721,2820,KADAPA,282010,PORUMAMILLA,KORRAPATUPALLE,28201000501,MPPS INDIRANAGAR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
722,2820,KADAPA,282010,PORUMAMILLA,KORRAPATUPALLE,28201000502,MPPS KORRAPATI PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
723,2820,KADAPA,282010,PORUMAMILLA,PULLIVEEDU,28201001401,MPPS PULLIVEEDU URDU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
724,2820,KADAPA,282010,PORUMAMILLA,PULLIVEEDU,28201001402,MPUPS PULLIVEEDU,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
725,2820,KADAPA,282010,PORUMAMILLA,ROWTHUPALLE,28201002801,MPPS ROUTHUPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
726,2820,KADAPA,282010,PORUMAMILLA,GANUGAPENTA,28201003001,MPPS GANUGAPENTA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
727,2820,KADAPA,282010,PORUMAMILLA,GANUGAPENTA,28201003003,MPPS REPALLI HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
728,2820,KADAPA,282010,PORUMAMILLA,GANUGAPENTA,28201003004,MPPS Y NAGAYAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
729,2820,KADAPA,282010,PORUMAMILLA,GANUGAPENTA,28201003005,MPPS PENNAMVARIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
730,2820,KADAPA,282010,PORUMAMILLA,GANUGAPENTA,28201003006,MPPS KOTTALAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
731,2820,KADAPA,282010,PORUMAMILLA,GANUGAPENTA,28201003007,ZPHS GANUGAPENTA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
732,2820,KADAPA,282010,PORUMAMILLA,GANUGAPENTA,28201003009,SLOKA UP EM SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
733,2820,KADAPA,282011,BADVEL,VANAMPULA,28201101403,MPPS BALAYA PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
734,2820,KADAPA,282011,BADVEL,VANAMPULA,28201101404,MPPS AYYAVARI PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
735,2820,KADAPA,282011,BADVEL,VANAMPULA,28201101405,RCMPS BALAYAPALLE(HW),Rural,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
736,2820,KADAPA,282011,BADVEL,VANAMPULA,28201101406,MPPS NANDIPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
737,2820,KADAPA,282011,BADVEL,KONGALAVEEDU,28201101801,MPPS KONGALAVEEDU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
738,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902601,MPPS JATHIVARTHIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
739,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902602,MPPS BALIJAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
740,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902603,MPPS NALLAGONDUPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
741,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902604,MPPS CHINTHALAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
742,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902606,MPPS MUDIREDDY PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
743,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902607,MPPS AKKISIDDU PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
744,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902608,MPPS KARANAMVARIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
745,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902609,MPPS PIDUGUPALLE HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
746,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902610,MPPS SANKAVARAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
747,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902613,RCM PS CHINTHALAPALLI,Rural,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
748,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902614,MPPS HRUDAYAPETA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
749,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902615,MPUPS LINGAREDDYPALLI,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
750,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902616,MPPS KATTAKRINDI PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
751,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902618,ZPHS SANKAVARAM,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
752,2820,KADAPA,282009,KALASAPADU,SANKAVARAM,28200902619,MPPS MUDDAMVARI PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
753,2820,KADAPA,282010,PORUMAMILLA,DAMMANAPALLE,28201001001,MPPS CHOWTAPALEM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
754,2820,KADAPA,282010,PORUMAMILLA,DAMMANAPALLE,28201001002,MPPS EEDULLAPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
755,2820,KADAPA,282010,PORUMAMILLA,DAMMANAPALLE,28201001003,MPPS DAMANAMPALLI ST,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
756,2820,KADAPA,282010,PORUMAMILLA,DAMMANAPALLE,28201001004,RCMEPS DAMMANAPALLI,Rural,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
757,2820,KADAPA,282010,PORUMAMILLA,DAMMANAPALLE,28201001005,MPUPS SUNKESULAPALLE,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Telugu,None,None,None
758,2820,KADAPA,282010,PORUMAMILLA,CHINAYERASALA,28201002001,MPPS YERASALA HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
759,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601545,ST.JOHNS UP SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,8,English,None,None,None
760,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601547,A.V.R. EM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
761,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601548,A.V.R. EM PRIMARY SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
762,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601549,LITTLE SCHOLARS GLOBAL SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
763,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601550,MONTISSORI SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,8,English,None,None,None
764,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601551,VASAVI PRIMARY SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
765,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601552,VASAVI HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
766,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601553,SRI LAKSHMI UP SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,Telugu,None,None
767,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601554,SRI SARADA PRIMARY SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
768,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601555,SRI SARADA HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
769,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601557,MPPS INDRAMMA COLONY TELUGU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
770,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601558,TVSM UP SCHOOL,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
771,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601561,LITTLE SCHOLAR EM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
772,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601562,STJOHNS EM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
773,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601563,MONTESSORI EM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
774,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601564,SRI SIVA CHAITANYA VIDYA MANDIR EM,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
775,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601565,SRI LAKSHMI EM HIGH SCHOOL,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
776,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601502,MPPS PALEM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
777,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601503,MPPS PATHAPALEMOL,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
778,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601505,MPUPS BADVEL ROAD,Rural,Primary with Upper Primary,MPP_ZPP SCHOOLS,Co-education,1,7,Urdu,None,None,None
779,2820,KADAPA,282006,MYDUKUR,S.MYDUKUR,28200601506,MPPS PRODDATUR ROAD,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
780,2820,KADAPA,282011,BADVEL,GUNTHAPALLE,28201100611,BALAJI UPS BADVEL,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,8,Telugu,None,None,None
781,2820,KADAPA,282011,BADVEL,GUNTHAPALLE,28201100612,SARADA HS BADVEL(G),Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,None,None,None
782,2820,KADAPA,282011,BADVEL,GUNTHAPALLE,28201100614,ARAVINDA HS BADVEL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,Telugu,None,None,None
783,2820,KADAPA,282011,BADVEL,GUNTHAPALLE,28201100616,SAI CHATANYA EM HS BADVEL,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
784,2820,KADAPA,282011,BADVEL,GUNTHAPALLE,28201100617,SAI CHATANYA EM PS BADVEL,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
785,2820,KADAPA,282011,BADVEL,GUNTHAPALLE,28201100618,KRISHNAVEVI EM PRIMARY SCHOOL,Rural,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
786,2820,KADAPA,282011,BADVEL,ABBUSAHEBPETA,28201100901,MPPS ABBUSAHEBPETA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
787,2820,KADAPA,282012,GOPAVARAM,LAKKAVARIPALLE,28201200201,MPPS LAKKAVARIPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
788,2820,KADAPA,282012,GOPAVARAM,LAKKAVARIPALLE,28201200202,MPPS UPPAVARIPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
789,2820,KADAPA,282013,KHAJIPET,DUMPALAGATTU,28201301501,MPPS DUMPALAGATTU (M),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
790,2820,KADAPA,282013,KHAJIPET,DUMPALAGATTU,28201301502,MPPS DUMPALAGATTU H.W,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
791,2820,KADAPA,282014,CHAPADU,SOMAPURAM,28201400602,MPPS SOMAPURAM (H/W),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
792,2820,KADAPA,282014,CHAPADU,SOMAPURAM,28201400603,S V B M PS ANANDASHRAM,Rural,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
793,2820,KADAPA,282014,CHAPADU,SOMAPURAM,28201400605,S V B M HS ANANDASHRAM,Rural,Upper Pr. and Secondary,Pvt.Aided,Co-education,6,10,Telugu,None,None,None
794,2820,KADAPA,282014,CHAPADU,KUTCHUPAPA,28201401801,MPPS KUTCHUPAPA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
795,2820,KADAPA,282015,PRODDUTUR,DORASANIPALLE,28201500401,MPPS D.RAMAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
796,2820,KADAPA,282015,PRODDUTUR,DORASANIPALLE,28201500402,MPPS JANGAM PETA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
797,2820,KADAPA,282015,PRODDUTUR,DORASANIPALLE,28201500403,MPPS DORASANI PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
798,2820,KADAPA,282015,PRODDUTUR,DORASANIPALLE,28201500404,ZPHSDORASANI PALLI,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,English,None,None
799,2820,KADAPA,282015,PRODDUTUR,DORASANIPALLE,28201500405,GOPI KRISHNA HS,Rural,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
800,2820,KADAPA,282015,PRODDUTUR,DORASANIPALLE,28201500406,SRI GURUJI VIDYA MANDIRAM,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,Telugu,None,None
801,2820,KADAPA,282008,B.KODUR,MARATIPALLE,28200801401,MPPS MARATI PALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
802,2820,KADAPA,282010,PORUMAMILLA,AKKALREDDIPALLE,28201000201,MPPS VASUDEVPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
803,2820,KADAPA,282010,PORUMAMILLA,AKKALREDDIPALLE,28201000202,MPPS VENKATAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
804,2820,KADAPA,282010,PORUMAMILLA,AKKALREDDIPALLE,28201000203,RCMPS AR PALLI,Rural,Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
805,2820,KADAPA,282010,PORUMAMILLA,AKKALREDDIPALLE,28201000204,CSRPS ARPALLI,Rural,Pr. Up Pr. and Secondary Only,Pvt.Unaided,Co-education,1,10,Telugu,English,None,None
806,2820,KADAPA,282010,PORUMAMILLA,KAVALAKUNTLA,28201000701,MPPS KAVALAKUNTLA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
807,2820,KADAPA,282010,PORUMAMILLA,KAVALAKUNTLA,28201000702,MPPS DASARIPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
808,2820,KADAPA,282010,PORUMAMILLA,KAVALAKUNTLA,28201000703,MPPS KAVALAKUNTLA SC,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
809,2820,KADAPA,282010,PORUMAMILLA,KAVALAKUNTLA,28201000704,MPPS KAVALAKUNTLASC,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
810,2820,KADAPA,282010,PORUMAMILLA,KAVALAKUNTLA,28201000705,MPPS SURISIDDU PALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
811,2820,KADAPA,282010,PORUMAMILLA,KAVALAKUNTLA,28201000706,KSRMZPHS KAVALAKUNTLA,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
812,2820,KADAPA,282011,BADVEL,BADVEL (PT),28201100301,MPPS AMMAVARISALA STREET,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
813,2820,KADAPA,282011,BADVEL,BADVEL (PT),28201100302,MPPS ABBARATHI VEEDHI,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
814,2820,KADAPA,282011,BADVEL,BADVEL (PT),28201100303,MPPS KOTA STREET,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
815,2820,KADAPA,282011,BADVEL,BADVEL (PT),28201100304,MPPS RAJUGARI STREET,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
816,2820,KADAPA,282011,BADVEL,BADVEL (PT),28201100305,MPPS BADVEL(HW),Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
817,2820,KADAPA,282011,BADVEL,BADVEL (PT),28201100306,MPPS GUDEM(HW),Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
818,2820,KADAPA,282011,BADVEL,BADVEL (PT),28201100307,MPPS GUDEM(M),Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
819,2820,KADAPA,282011,BADVEL,BADVEL (PT),28201100308,MPPS SEELAMVARI PALLE,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
820,2820,KADAPA,282011,BADVEL,BADVEL (PT),28201100312,SV ORIENTAL PS M.STREET,Urban,Primary,Pvt.Aided Oriental Schools,Co-education,1,5,Telugu,None,None,None
821,2820,KADAPA,282011,BADVEL,BADVEL (PT),28201100313,MPPS RAJAKA STREET,Urban,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
822,2820,KADAPA,282013,KHAJIPET,KOMMALURU,28201301201,MPPS KOMMALURU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
823,2820,KADAPA,282013,KHAJIPET,CHENNAMUKKAPALLE,28201301701,MPPS PATIMEEDAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
824,2820,KADAPA,282013,KHAJIPET,CHENNAMUKKAPALLE,28201301702,MPPS C. KOTHAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
825,2820,KADAPA,282013,KHAJIPET,CHENNAMUKKAPALLE,28201301703,MPPS KOTHA NELLORE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
826,2820,KADAPA,282013,KHAJIPET,CHENNAMUKKAPALLE,28201301704,MPPS ANJANEYAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
827,2820,KADAPA,282013,KHAJIPET,CHENNAMUKKAPALLE,28201301705,MPPS CHENNAMUKKA PALLE HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
828,2820,KADAPA,282013,KHAJIPET,CHENNAMUKKAPALLE,28201301706,MPPS CHANNAMUKKAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
829,2820,KADAPA,282013,KHAJIPET,CHENNAMUKKAPALLE,28201301707,MPPS C.KOTHAPALLE URDU,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Urdu,None,None,None
830,2820,KADAPA,282015,PRODDUTUR,RAGULAPALLE,28201501401,MPPS REGULAPALLI,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
831,2820,KADAPA,282015,PRODDUTUR,PRODDATUR-2,28201591367,GAYATHREE UPS,Rural,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
832,2820,KADAPA,282015,PRODDUTUR,PRODDATUR-2,28201591368,SRI SAI CHAITANYA UPS,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
833,2820,KADAPA,282015,PRODDUTUR,PRODDATUR-2,28201591369,KESHAVA REDDY EM PS,Urban,Pr. Up Pr. and Secondary Only,Pvt.Unaided,Co-education,1,10,English,None,None,None
834,2820,KADAPA,282015,PRODDUTUR,PRODDATUR-2,28201591371,SRI ARABINDHO PS,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
835,2820,KADAPA,282015,PRODDUTUR,PRODDATUR-2,28201591374,BHASHYAM HS,Urban,Pr. Up Pr. and Secondary Only,Pvt.Unaided,Co-education,1,10,English,None,None,None
836,2820,KADAPA,282015,PRODDUTUR,PRODDATUR-2,28201591375,SVBBVMA UP SCHOOL,Urban,Primary with Upper Primary,Pvt.Aided,Co-education,1,5,Telugu,None,None,None
837,2820,KADAPA,282015,PRODDUTUR,PRODDATUR-2,28201591376,CHAITANYA HS,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
838,2820,KADAPA,282015,PRODDUTUR,PRODDATUR-2,28201591379,Gautam High School,Urban,Upper Pr. and Secondary,Pvt.Unaided,Co-education,6,10,English,None,None,None
839,2820,KADAPA,282015,PRODDUTUR,PRODDATUR-2,28201591380,JEEVANA JYOTHI PS SRI RAM NAGAR,Urban,Primary,Pvt.Unaided,Co-education,1,5,English,None,None,None
840,2820,KADAPA,282015,PRODDUTUR,PRODDATUR-2,28201591381,VIDYA VIKAS UPS,Urban,Primary with Upper Primary,Pvt.Unaided,Co-education,1,7,English,None,None,None
841,2820,KADAPA,282015,PRODDUTUR,PRODDATUR-2,28201591382,ISLAMIC HS,Urban,Pr. Up Pr. and Secondary Only,Pvt.Unaided,Co-education,1,10,English,None,None,None
842,2820,KADAPA,282015,PRODDUTUR,PRODDATUR-2,28201591383,SHANTI NIKETAN HS,Urban,Pr. Up Pr. and Secondary Only,Pvt.Unaided,Co-education,1,10,English,None,None,None
843,2820,KADAPA,282012,GOPAVARAM,KALVAPALLE,28201200107,ZPHS KALAVAPALLI,Rural,Upper Pr. and Secondary,MPP_ZPP SCHOOLS,Co-education,6,10,Telugu,None,None,None
844,2820,KADAPA,282013,KHAJIPET,PATHUR,28201300601,MPPS PATHURU HARIJANWADA,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
845,2820,KADAPA,282013,KHAJIPET,PATHUR,28201300602,MPPS PATHURU (A.A),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
846,2820,KADAPA,282013,KHAJIPET,PATHUR,28201300603,MPPS DAYANKHANPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
847,2820,KADAPA,282013,KHAJIPET,PATHUR,28201300605,MPPS APPANAPALLE (M),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
848,2820,KADAPA,282013,KHAJIPET,PATHUR,28201300606,MPPS APPANA PALLE BCC,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
849,2820,KADAPA,282013,KHAJIPET,PATHUR,28201300608,MPPS BR PALLE(HW),Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
850,2820,KADAPA,282013,KHAJIPET,PATHUR,28201300609,MPPS RANGAPURAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
851,2820,KADAPA,282013,KHAJIPET,PATHUR,28201300610,MPPS MALLAYAPALLE HW,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
852,2820,KADAPA,282013,KHAJIPET,PATHUR,28201300611,MPPS KOONAVARIPALLE,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
853,2820,KADAPA,282013,KHAJIPET,PATHUR,28201300612,MPPS SEETHANAGARAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
854,2820,KADAPA,282013,KHAJIPET,PATHUR,28201300613,MPPS NAGAPATNAM,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
855,2820,KADAPA,282013,KHAJIPET,PATHUR,28201300614,MPPS PATHUR,Rural,Primary,MPP_ZPP SCHOOLS,Co-education,1,5,Telugu,None,None,None
